data,abertura,maxima,minima,fechamento,volume,ajustado,ano,mes,dia_semana,trimestre,tendencia,sazonalidade,residuos_stl,dif_1,retorno_simples,log_retorno,log_retorno_tratado,volume_norm,log_retorno_z,fechamento_z,tendencia_z
2020-10-16,40.880001068115234,41.04999923706055,40.08000183105469,40.880001068115234,96488,40.880001068115234,2020,10,sexta,4,44.52952299664786,1.0060263572808723,-4.655548285813502,-0.079998016357421875,-0.00195307661488075,-0.00195498635599815,-0.00195498635599815,0.022017067394701426,-0.0909171692064887,-1.2531037328770638,-1.186383454455689
2020-10-19,40.689998626708984,41.220001220703125,40.540000915527344,40.83000183105469,75335,40.83000183105469,2020,10,segunda,4,44.6711488809059,1.2172896350584723,-5.058436684909687,-0.04999923706054687,-0.0012230732816576,-0.00122382184621221,-0.00122382184621221,0.009687766113393668,-0.06099984245369701,-1.2560248921410555,-1.1769409150507986
2020-10-20,40.650001525878906,41.70000076293945,40.25,41.459999084472656,360574,41.459999084472656,2020,10,terça,4,44.81277476516394,1.0858262920752402,-4.43860197276652,0.62999725341796875,0.01542976304592769,0.01531193474814949,0.01531193474814949,0.17594302863780834,0.6155997825513266,-1.2192178842484631,-1.1674983756459087
2020-10-21,41.220001220703125,41.59000015258789,39.779998779296875,40.029998779296875,366899,40.029998779296875,2020,10,quarta,4,44.95440064942197,0.6665477616922295,-5.590949631817324,-1.4300003051757812,-0.03449108385801525,-0.03509994241567472,-0.03509994241567472,0.17962963718526126,-1.4471215081377862,-1.3027643318455842,-1.158055836241019
2020-10-22,40.040000915527344,41.02000045776367,39.709999084472656,40.63999938964844,307494,40.63999938964844,2020,10,quinta,4,45.09602653368001,1.245450661085496,-5.701477805117072,0.6100006103515625,0.01523858678374612,0.01512364574195858,0.01512364574195858,0.14500465998977657,0.6078954921395545,-1.2671256093624557,-1.1486132968361285
2020-10-23,40.61000061035156,40.91999816894531,39.56999969482422,39.849998474121094,268931,39.849998474121094,2020,10,sexta,4,45.23765241793805,0.2079900350881417,-5.595643978905095,-0.7900009155273436,-0.01943899919763703,-0.01963042130607216,-0.01963042130607216,0.12252771367903716,-0.8141494320168016,-1.3132806834920865,-1.1391707574312382
2020-10-26,39.689998626708984,39.7400016784668,38.279998779296875,38.560001373291016,360184,38.560001373291016,2020,10,segunda,4,45.37927830219608,0.7605302552599942,-7.579807184165055,-1.289997100830078,-0.03237132121015795,-0.03290686158892326,-0.03290686158892326,0.17571571206334088,-1.3573864145835126,-1.3886475731317989,-1.1297282180263488
2020-10-27,38.59000015258789,39.83000183105469,38.5099983215332,39.56999969482422,339535,39.56999969482422,2020,10,terça,4,45.52090418645412,0.543589429814465,-6.494493921444366,1.0099983215332031,0.02619290159654364,0.02585574232829322,0.02585574232829322,0.16368017373980645,1.0470246293153915,-1.329639353666572,-1.1202856786214586
2020-10-28,38.970001220703125,39.0099983215332,36.970001220703125,37.38999938964844,489954,37.38999938964844,2020,10,quarta,4,45.66253007071215,0.1448286885974501,-8.417359369661163,-2.1800003051757812,-0.05509224973435944,-0.05666797501993412,-0.05666797501993412,0.25135384505985714,-2.329628618644836,-1.4570038588340641,-1.1108431392165685
2020-10-29,37.38999938964844,37.7599983215332,34.91999816894531,36.16999816894531,568816,36.16999816894531,2020,10,quinta,4,45.804155954970184,-0.15579874404360416,-9.478359041981273,-1.220001220703125,-0.03262907837973616,-0.03317327732466621,-0.03317327732466621,0.29731958786922186,-1.3682874450788807,-1.5282813038003211,-1.1014005998116787
2020-10-30,36.06999969482422,36.599998474121094,35.209999084472656,35.790000915527344,388971,35.790000915527344,2020,10,sexta,4,45.94578183922822,0.179937806469637,-10.335718730170512,-0.3799972534179687,-0.01050586874909564,-0.01056144498196187,-0.01056144498196187,0.19249458957409618,-0.4430707973588196,-1.55048229250279,-1.0919580604067889
2020-11-02,35.2400016784668,37.150001525878906,33.63999938964844,36.810001373291016,489204,36.810001373291016,2020,11,segunda,4,46.08740772348626,0.4702177307843721,-9.747624080979612,1.020000457763672,0.02849959294974891,0.02810103434001273,0.02810103434001273,0.25091669780126585,1.1388960670985406,-1.490889707462665,-1.0825155210018986
2020-11-03,37.029998779296875,38.31999969482422,36.56999969482422,37.65999984741211,410611,37.65999984741211,2020,11,terça,4,46.22903360774429,-0.19313782075316716,-8.375895939579017,0.84999847412109375,0.02309150889458666,0.02282893447880157,0.02282893447880157,0.20510774514198252,0.9231756210016983,-1.4412293313643108,-1.0730729815970086
2020-11-04,38.150001525878906,39.25,37.2599983215332,39.150001525878906,437000,39.150001525878906,2020,11,quarta,4,46.370659492002325,3.6349192358252537e-4,-7.221021458046998,1.4900016784667969,0.03956456942389463,0.03880194223472365,0.03880194223472365,0.2204889171512687,1.5767490451257722,-1.3541773589283002,-1.0636304421921188
2020-11-05,39.16999816894531,39.349998474121094,38.27000045776367,38.790000915527344,298366,38.790000915527344,2020,11,quinta,4,46.512285376260365,-0.360681204810178,-7.361603255922844,-0.3600006103515625,-0.00919541753053565,-0.00923795635798285,-0.00923795635798285,0.13968428642121528,-0.38891712730613187,-1.375210062221305,-1.0541879027872285
2020-11-06,38.540000915527344,38.61000061035156,37.060001373291016,37.13999938964844,411026,37.13999938964844,2020,11,sexta,4,46.6539112605184,-0.5608153818573278,-8.953096489012637,-1.6500015258789062,-0.04253677460519012,-0.04346796556327068,-0.04346796556327068,0.20534963329173633,-1.7895189842609727,-1.471609878024188,-1.0447453633823385
2020-11-09,37.34000015258789,41.33000183105469,37.15999984741211,40.290000915527344,622921,40.290000915527344,2020,11,segunda,4,46.79553714477643,-0.7000409812455632,-5.805495248003524,3.1500015258789062,0.08481425895652728,0.08140878243594095,0.08140878243594095,0.328855391103995,3.3201087721685725,-1.2875739470805625,-1.0353028239774487
2020-11-10,39.90999984741211,41.84000015258789,39.40999984741211,41.36000061035156,457045,41.36000061035156,2020,11,terça,4,46.937163029034465,-0.8443427059555213,-4.732819712727384,1.0699996948242188,0.02655745024845246,0.02621092303052873,0.02621092303052873,0.2321724062158843,1.061557688541935,-1.2250602027764461,-1.0258602845725588
