data,abertura,maxima,minima,fechamento,volume,ajustado,ano,mes,dia_semana,trimestre,tendencia,sazonalidade,residuos_stl,dif_1,retorno_simples,log_retorno,log_retorno_tratado
2020-05-21,33.529998779296875,34.65999984741211,33.2599983215332,33.91999816894531,372814,33.91999816894531,2020,5,quinta,2,39.86114490904298,2.7152319375351346,-8.656378677632798,0.4299964904785156,0.01283954819133348,0.01275782001757656,0.01275782001757656
2020-05-22,33.95000076293945,34,30.719999313354492,33.25,429036,33.25,2020,5,sexta,2,39.80418379595418,2.4026753959002107,-8.956859191854392,-0.6699981689453125,-0.01975230557526131,-0.01994998984027262,-0.01994998984027262
2020-05-26,33.29999923706055,34.810001373291016,32.47999954223633,34.349998474121094,466737,34.349998474121094,2020,5,terça,2,39.747222682865385,2.595174174622338,-7.992398383366627,1.0999984741210938,0.03308266087582234,0.03254720714498309,0.03254720714498309
2020-05-27,34.13999938964844,34.31999969482422,31.75,32.810001373291016,415246,32.810001373291016,2020,5,quarta,2,39.69026156977659,2.577673868871813,-9.457934065357383,-1.539997100830078,-0.04483252312195285,-0.04586858541796931,-0.04586858541796931
2020-05-28,32.099998474121094,34.209999084472656,31.13999938964844,33.709999084472656,440168,33.709999084472656,2020,5,quinta,2,39.63330045668779,2.229263140536062,-8.152564512751198,0.8999977111816406,0.02743059047581408,0.02706111325816763,0.02706111325816763
2020-05-29,33.68000030517578,35.77000045776367,32.36000061035156,35.4900016784668,443647,35.4900016784668,2020,5,sexta,2,39.576339343598995,1.9717615031094011,-6.058099168241597,1.7800025939941406,0.05280340084061397,0.05145651186543654,0.05145651186543654
2020-06-01,35.209999084472656,35.900001525878906,34.27000045776367,35.439998626708984,385710,35.439998626708984,2020,6,segunda,2,39.51937823051019,1.818545958767822,-5.897925562569029,-0.0500030517578125,-0.00140893348529058,-0.00140992696534809,-0.00140992696534809
2020-06-02,35.560001373291016,37.060001373291016,35.279998779296875,36.810001373291016,343483,36.810001373291016,2020,6,terça,2,39.46241711742139,1.964422100328234,-4.616837844458615,1.3700027465820312,0.03865696387328699,0.03792849771134878,0.03792849771134878
2020-06-03,36.86000061035156,38.18000030517578,35.880001068115234,37.290000915527344,494253,37.290000915527344,2020,6,quarta,2,39.4054560043326,2.5130248487778464,-4.628479937583101,0.4799995422363281,0.01303992187798752,0.01295563404379854,0.01295563404379854
2020-06-04,36.7599983215332,37.619998931884766,36.380001068115234,37.40999984741211,307612,37.40999984741211,2020,6,quinta,2,39.3484948912438,2.588900601932717,-4.527395645764408,0.11999893188476562,0.0032179921946529,0.00321282553897493,0.00321282553897493
2020-06-05,37.33000183105469,39.68000030517578,37.04999923706055,39.54999923706055,396856,39.54999923706055,2020,6,sexta,2,39.29153377815501,2.973373651766358,-2.7149081928608183,2.1399993896484375,0.05720394007957941,0.05562763064190295,0.05562763064190295
